old_id,id_x,truth,premise,hypothesis,true_premise_amr,hand_hypothesis_amr,raw_pred_gpt4,gpt3_amr,okay,id
ldc_dfb_training_01362,ldc_slang_013,1,should i be raising hell that they should be paying for those services themselves?,Should I be causing a big fuss that they should be paying for those services themselves?,"(r / recommend-01 :polarity (a / amr-unknown)
      :ARG1 (r2 / raise-01
            :ARG0 (i / i)
            :ARG1 (h / hell)
            :topic (r3 / recommend-01
                  :ARG1 (p / pay-01
                        :ARG0 (t / they)
                        :ARG3 (s / serve-02
                              :mod (t2 / this))))))
","(r / recommend-01
      :polarity (a / amr-unknown)
      :ARG1 (r2 / cause-01
            :ARG0 (i / i)
            :ARG1 (f / fuss)
            :mod (b / big))
      :topic (r3 / recommend-01
            :ARG1 (p / pay-01
                  :ARG0 (t / they)
                  :ARG3 (s / serve-02
                        :mod (t2 / this)))))","(c / cause-01 :polarity (a / amr-unknown)
      :ARG0 (i / i)
      :ARG1 (f / fuss :degree (b / big))
      :topic (r / recommend-01
            :ARG1 (p / pay-01
                  :ARG0 (t / they)
                  :ARG3 (s / serve-02
                        :mod (t2 / this)))))","(r / recommend-01
      :polarity (a / amr-unknown)
      :ARG1 (r2 / cause-01
            :ARG0 (i / i)
            :ARG1 (f / fuss)
            :mod (b / big))
      :topic (r3 / recommend-01
            :ARG1 (p / pay-01
                  :ARG0 (t / they)
                  :ARG3 (s / serve-02
                        :mod (t2 / this)))))",gpt3,ldc_slang_013_para
ldc_dfb_training_01362,ldc_slang_013,0,should i be raising hell that they should be paying for those services themselves?,Should I be elevating the underworld that they should be paying for those services themselves?,"(r / recommend-01 :polarity (a / amr-unknown)
      :ARG1 (r2 / raise-01
            :ARG0 (i / i)
            :ARG1 (h / hell)
            :topic (r3 / recommend-01
                  :ARG1 (p / pay-01
                        :ARG0 (t / they)
                        :ARG3 (s / serve-02
                              :mod (t2 / this))))))
","(r / recommend-01 :polarity (a / amr-unknown)
      :ARG1 (r2 / elevate-01
            :ARG0 (i / i)
            :ARG1 (u / underworld)
            :topic (r3 / recommend-01
                  :ARG1 (p / pay-01
                        :ARG0 (t / they)
                        :ARG3 (s / serve-02
                              :mod (t2 / this))))))","(e / elevate-01 :polarity (a / amr-unknown)
      :ARG0 (i / i)
      :ARG1 (u / underworld)
      :topic (r / recommend-01
                  :ARG1 (p / pay-01
                        :ARG0 (t / they)
                        :ARG3 (s / serve-02
                              :mod (t2 / this)))))","(r / recommend-01 :polarity (a / amr-unknown)
      :ARG1 (r2 / elevate-01
            :ARG0 (i / i)
            :ARG1 (u / underworld)
            :topic (r3 / recommend-01
                  :ARG1 (p / pay-01
                        :ARG0 (t / they)
                        :ARG3 (s / serve-02
                              :mod (t2 / this))))))",gpt3,ldc_slang_013_nonpara
ldc_dfb_training_16429,ldc_slang_014,1,"Now there's some skills I can take to the bank, eh?","Now there's some skills I can absolutely rely on, eh?","(p / possible-01
      :ARG1 (t / take-01
            :ARG0 (i / i)
            :ARG1 (s / skill
                  :mod (s2 / some))
            :ARG3 (b / bank))
      :time (n / now)
      :ARG1-of (r / request-confirmation-91))
","(p / possible-01
      :ARG1 (t / take-01
            :ARG0 (i / i)
            :ARG1 (s / skill
                  :mod (s2 / some))
            :ARG3 (r / rely-01
                  :ARG1 (b / bank)
                  :ARG2 (a / absolute)))
      :time (n / now)
      :ARG1-of (r2 / request-confirmation-91))","(r / rely-01
      :ARG0 (i / i)
      :ARG1 (s / skill
            :mod (s2 / some))
      :degree (a / absolute)
      :time (n / now)
      :ARG1-of (r2 / request-confirmation-91))","(p / possible-01
      :ARG1 (t / take-01
            :ARG0 (i / i)
            :ARG1 (s / skill
                  :mod (s2 / some))
            :ARG3 (r / rely-01
                  :ARG1 (b / bank)
                  :ARG2 (a / absolute)))
      :time (n / now)
      :ARG1-of (r2 / request-confirmation-91))",gpt3,ldc_slang_014_para
ldc_dfb_training_16429,ldc_slang_014,0,"Now there's some skills I can take to the bank, eh?","Now there's some skills I can carry to the financial institution, eh?","(p / possible-01
      :ARG1 (t / take-01
            :ARG0 (i / i)
            :ARG1 (s / skill
                  :mod (s2 / some))
            :ARG3 (b / bank))
      :time (n / now)
      :ARG1-of (r / request-confirmation-91))
","(p / possible-01
      :ARG1 (c / carry-01
            :ARG0 (i / i)
            :ARG1 (s / skill
                  :mod (s2 / some))
            :ARG3 (f / financial-institution))
      :time (n / now)
      :ARG1-of (r / request-confirmation-91))","(p / possible-01
      :ARG1 (c / carry-01
            :ARG0 (i / i)
            :ARG1 (s / skill
                  :mod (s2 / some))
            :ARG3 (f / financial-institution))
      :time (n / now)
      :ARG1-of (r / request-confirmation-91))","(p / possible-01
      :ARG1 (c / carry-01
            :ARG0 (i / i)
            :ARG1 (s / skill
                  :mod (s2 / some))
            :ARG3 (f / financial_institution))
      :time (n / now)
      :ARG1-of (r / request-confirmation-91))",gpt4,ldc_slang_014_nonpara
ldc_dfb_training_24936,ldc_slang_015,1,Mr Blair had to stand there as if he were in the stocks and the village idiot had arrived with a basket of rotten fruit.,Mr Blair had to stand there as if he were in a medieval punishment device and the village idiot had arrived with a basket of rotten fruit.,"(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (s2 / stock))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01))))))))))
","(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (d / device
                                    :mod (m / medieval)
                                    :purpose (p2 / punish)))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01)))))))))","(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (d / device
                                    :mod (m / medieval)
                                    :purpose (p2 / punish)))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01)))))))))","(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (d / device
                                    :mod (m / medieval)
                                    :ARG1-of (p2 / punish-01))))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01)))))))))",gpt4,ldc_slang_015_para
ldc_dfb_training_24936,ldc_slang_015,0,Mr Blair had to stand there as if he were in the stocks and the village idiot had arrived with a basket of rotten fruit.,Mr Blair had to stand there as if he were in the shares of a company and the village idiot had arrived with a basket of rotten fruit.,"(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (s2 / stock))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01))))))))))
","(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (s2 / share
                                    :part (c / company)))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01)))))))))","(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (s2 / share
                                    :part (c / company)))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01)))))))))","(o / obligate-01
      :ARG1 (p / person :wiki ""Tony_Blair"" :name (n / name :op1 ""Mr"" :op2 ""Blair""))
      :ARG2 (s / stand-01
            :ARG1 p
            :location (t / there)
            :ARG1-of (r / resemble-01
                  :ARG2 (a / and
                        :op1 (b / be-located-at-91
                              :ARG1 p
                              :ARG2 (s2 / shares
                                    :ARG1-of (c / company)))
                        :op2 (a2 / arrive-01
                              :ARG1 (i2 / idiot
                                    :mod (v / village)
                                    :ARG0-of (h / have-03
                                          :ARG1 (b2 / basket
                                                :part (f / fruit
                                                      :ARG1-of (r2 / rot-01))))))))))",gpt4,ldc_slang_015_nonpara
ldc_dfb_training_07441,ldc_slang_016,1,Lets just hope in future folks get it right before they open mouth and insert foot and fire someone without verifying the story.,Let's just hope in future folks get it right before they make a foolish statement and fire someone without verifying the story.,"(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (a / and
                        :op1 (o / open-01
                              :ARG0 f
                              :ARG1 (m / mouth))
                        :op2 (i3 / insert-01
                              :ARG0 f
                              :ARG1 (f3 / foot)
                              :ARG2 m)
                        :op3 (f4 / fire-02
                              :ARG0 f
                              :ARG1 (s / someone)
                              :manner (v / verify-01 :polarity -
                                    :ARG0 f
                                    :ARG1 (s2 / story)))))
            :time (f2 / future))
      :mod (j / just))
","(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (m / make-01
                        :ARG0 f
                        :ARG1 (s / statement
                              :mod (f2 / foolish)))
                  :op2 (f3 / fire-02
                        :ARG0 f
                        :ARG1 (s2 / someone)
                        :manner (v / verify-01 :polarity -
                              :ARG0 f
                              :ARG1 (s3 / story))))
            :time (f4 / future))
      :mod (j / just))","(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (m / make-01
                        :ARG0 f
                        :ARG1 (s / statement
                              :mod (f2 / foolish)))
                  :op2 (f3 / fire-02
                        :ARG0 f
                        :ARG1 (s2 / someone)
                        :manner (v / verify-01 :polarity -
                              :ARG0 f
                              :ARG1 (s3 / story))))
            :time (f4 / future))
      :mod (j / just))","(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (a / and
                        :op1 (m / make-01
                              :ARG0 f
                              :ARG1 (s / statement)
                              :ARG2 (f2 / foolish))
                        :op2 (f3 / fire-02
                              :ARG0 f
                              :ARG1 (s2 / someone)
                              :manner (v / verify-01 :polarity -
                                    :ARG0 f
                                    :ARG1 (s3 / story)))))
            :time (f4 / future))
      :mod (j / just))",gpt4,ldc_slang_016_para
ldc_dfb_training_07441,ldc_slang_016,0,Lets just hope in future folks get it right before they open mouth and insert foot and fire someone without verifying the story.,Let's just hope in future folks get it right before they place their foot in their mouth and fire someone without verifying the story.,"(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (a / and
                        :op1 (o / open-01
                              :ARG0 f
                              :ARG1 (m / mouth))
                        :op2 (i3 / insert-01
                              :ARG0 f
                              :ARG1 (f3 / foot)
                              :ARG2 m)
                        :op3 (f4 / fire-02
                              :ARG0 f
                              :ARG1 (s / someone)
                              :manner (v / verify-01 :polarity -
                                    :ARG0 f
                                    :ARG1 (s2 / story)))))
            :time (f2 / future))
      :mod (j / just))
","(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (a / and
                        :op1 (p / place-01
                              :ARG0 f
                              :ARG1 (f3 / foot)
                              :ARG2 (m / mouth))
                        :op2 (f4 / fire-02
                              :ARG0 f
                              :ARG1 (s / someone)
                              :manner (v / verify-01 :polarity -
                                    :ARG0 f
                                    :ARG1 (s2 / story)))))
            :time (f2 / future))
      :mod (j / just))","(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (a / and
                        :op1 (p / place-01
                              :ARG0 f
                              :ARG1 (f3 / foot)
                              :ARG2 (m / mouth))
                        :op2 (f4 / fire-02
                              :ARG0 f
                              :ARG1 (s / someone)
                              :manner (v / verify-01 :polarity -
                                    :ARG0 f
                                    :ARG1 (s2 / story)))))
            :time (f2 / future))
      :mod (j / just))","(h / hope-01
      :ARG0 (w / we)
      :ARG1 (g / get-04
            :ARG0 (f / folk)
            :ARG1 (r / right-06
                  :ARG1 (i2 / it))
            :time (b / before
                  :op1 (a / and
                        :op1 (p / place-01
                              :ARG0 f
                              :ARG1 (f3 / foot)
                              :ARG2 (m / mouth))
                        :op2 (f4 / fire-02
                              :ARG0 f
                              :ARG1 (s / someone)
                              :manner (v / verify-01 :polarity -
                                    :ARG0 f
                                    :ARG1 (s2 / story)))))
            :time (f2 / future))
      :mod (j / just))",gpt4,ldc_slang_016_nonpara
ldc_dfb_training_07700,ldc_slang_017,1,It's time we got this childish OWS out of the White House and put somebody responsible back at the helm.,It's time we got this childish OWS out of the White House and put somebody responsible back in control.,"(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (h2 / helm)
            :direction (b / back)))
","(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (c2 / control)
            :direction (b / back)))","(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (c2 / control)
            :direction (b / back)))","(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (c2 / control)
            :direction (b / back)))",gpt4,ldc_slang_017_para
ldc_dfb_training_07700,ldc_slang_017,0,It's time we got this childish OWS out of the White House and put somebody responsible back at the helm.,It's time we got this childish OWS out of the White House and put somebody responsible back at the steering wheel of a ship.,"(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (h2 / helm)
            :direction (b / back)))
","(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (w3 / wheel
                  :mod (s2 / steering)
                  :location (s3 / ship))
            :direction (b / back)))","(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (w3 / wheel
                  :mod (s2 / steering)
                  :location (s3 / ship))
            :direction (b / back)))","(t / time
      :time-of (g / get-05
            :ARG0 (w / we)
            :ARG1 (p / person
                  :mod (c / childish)
                  :mod (t2 / this)
                  :mod (p3 / political-movement :wiki ""Occupy_Wall_Street"" :name (n / name :op1 ""OWS"")))
            :direction (o / out-of
                  :op1 (g2 / government-organization :wiki ""White_House"" :name (n2 / name :op1 ""White"" :op2 ""House""))))
      :time-of (p2 / put-01
            :ARG0 w
            :ARG1 (s / somebody
                  :ARG1-of (r / responsible-02))
            :ARG2 (s2 / steering-wheel)
            :mod (s3 / ship)))",gpt4,ldc_slang_017_nonpara
ldc_dfb_training_25951,ldc_slang_018,1,"It seems relatively easy to sponge of this country, you hear about people ""Making Up"" children to get more money and they wonder why were in debt","It seems relatively easy to financially exploit this country, you hear about people ""Making Up"" children to get more money and they wonder why we're in debt.","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (s2 / sponge-02
                        :ARG2 (c / country
                              :mod (t / this)))
                  :ARG1-of (r / relative-05)
                  :example (h / hear-01
                        :ARG0 (y / you)
                        :ARG1 (a / about
                              :op1 (m / make-up-10
                                    :ARG0 (p / person)
                                    :ARG1 (c2 / child)
                                    :purpose (g / get-01
                                          :ARG0 p
                                          :ARG1 (m2 / money
                                                :quant (m3 / more))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c3 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 t2
                              :ARG2 (d / debt))))))
","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (e2 / exploit-01
                        :ARG0 (p / person)
                        :ARG1 (c / country
                              :mod (t / this))
                        :ARG2 (f / finance-01))
                  :ARG1-of (r / relative-05)
                  :example (h / hear-01
                        :ARG0 (y / you)
                        :ARG1 (a / about
                              :op1 (m / make-up-10
                                    :ARG0 p
                                    :ARG1 (c2 / child)
                                    :purpose (g / get-01
                                          :ARG0 p
                                          :ARG1 (m2 / money
                                                :quant (m3 / more))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c3 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 (w2 / we)
                              :ARG2 (d / debt))))))","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (e2 / exploit-01
                        :ARG0 (p / person)
                        :ARG1 (c / country
                              :mod (t / this))
                        :ARG2 (f / finance-01))
                  :ARG1-of (r / relative-05)
                  :example (h / hear-01
                        :ARG0 (y / you)
                        :ARG1 (a / about
                              :op1 (m / make-up-10
                                    :ARG0 p
                                    :ARG1 (c2 / child)
                                    :purpose (g / get-01
                                          :ARG0 p
                                          :ARG1 (m2 / money
                                                :quant (m3 / more))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c3 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 (w2 / we)
                              :ARG2 (d / debt))))))","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (f / financially-01
                        :ARG1 (e2 / exploit-01
                              :ARG1 (s2 / sponge-02
                                    :ARG2 (c / country
                                          :mod (t / this)))
                              :ARG1-of (r / relative-05)
                              :example (h / hear-01
                                    :ARG0 (y / you)
                                    :ARG1 (a / about
                                          :op1 (m / make-up-10
                                                :ARG0 (p / person)
                                                :ARG1 (c2 / child)
                                                :purpose (g / get-01
                                                      :ARG0 p
                                                      :ARG1 (m2 / money
                                                            :quant (m3 / more)))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c3 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 t2
                              :ARG2 (d / debt))))))",gpt4,ldc_slang_018_para
ldc_dfb_training_25951,ldc_slang_018,0,"It seems relatively easy to sponge of this country, you hear about people ""Making Up"" children to get more money and they wonder why were in debt","It seems relatively easy to clean with this country, you hear about people ""Making Up"" children to get more money and they wonder why we're in debt.","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (s2 / sponge-02
                        :ARG2 (c / country
                              :mod (t / this)))
                  :ARG1-of (r / relative-05)
                  :example (h / hear-01
                        :ARG0 (y / you)
                        :ARG1 (a / about
                              :op1 (m / make-up-10
                                    :ARG0 (p / person)
                                    :ARG1 (c2 / child)
                                    :purpose (g / get-01
                                          :ARG0 p
                                          :ARG1 (m2 / money
                                                :quant (m3 / more))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c3 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 t2
                              :ARG2 (d / debt))))))
","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (c / clean-01
                        :ARG2 (c2 / country
                              :mod (t / this)))
                  :ARG1-of (r / relative-05)
                  :example (h / hear-01
                        :ARG0 (y / you)
                        :ARG1 (a / about
                              :op1 (m / make-up-10
                                    :ARG0 (p / person)
                                    :ARG1 (c3 / child)
                                    :purpose (g / get-01
                                          :ARG0 p
                                          :ARG1 (m2 / money
                                                :quant (m3 / more))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c4 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 t2
                              :ARG2 (d / debt))))))","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (c / clean-01
                        :ARG2 (c2 / country
                              :mod (t / this)))
                  :ARG1-of (r / relative-05)
                  :example (h / hear-01
                        :ARG0 (y / you)
                        :ARG1 (a / about
                              :op1 (m / make-up-10
                                    :ARG0 (p / person)
                                    :ARG1 (c3 / child)
                                    :purpose (g / get-01
                                          :ARG0 p
                                          :ARG1 (m2 / money
                                                :quant (m3 / more))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c4 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 t2
                              :ARG2 (d / debt))))))","(a2 / and
      :op1 (s / seem-01
            :ARG1 (e / easy-05
                  :ARG1 (s2 / clean-02
                        :ARG2 (c / country
                              :mod (t / this)))
                  :ARG1-of (r / relative-05)
                  :example (h / hear-01
                        :ARG0 (y / you)
                        :ARG1 (a / about
                              :op1 (m / make-up-10
                                    :ARG0 (p / person)
                                    :ARG1 (c2 / child)
                                    :purpose (g / get-01
                                          :ARG0 p
                                          :ARG1 (m2 / money
                                                :quant (m3 / more))))))))
      :op2 (w / wonder-01
            :ARG0 (t2 / they)
            :ARG1 (t3 / thing
                  :ARG0-of (c3 / cause-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 t2
                              :ARG2 (d / debt))))))",gpt4,ldc_slang_018_nonpara
